conso_id;annee;conso_agri;conso_indu;conso_tert;conso_resi;conso_autre;conso_totale;code_dep
134;2012;0;748738;1412896;0;0;2161634;01
404;2015;3084;4517;2114;64331;19335;93381;01
770;2018;3106;4472;1979;65516;19688;94761;01
819;2019;62325;1231721;1113696;1695718;46189;4149650;01
937;2020;65805;1120546;1113777;1724849;14267;4039245;01
1153;2011;28496;1180990;737572;1977575;37948;3962580;01
1196;2012;29907;1211332;759708;2123743;15482;4140173;01
1318;2013;0;762324;638511;0;0;1400835;01
1352;2014;29371;1184823;742935;2001719;15330;3974178;01
1406;2014;0;762810;835647;0;0;1598457;01
1443;2015;36888;1198467;769692;2079610;33242;4117899;01
1605;2016;0;823989;1392717;0;0;2216706;01
1659;2017;57123;1210963;810137;2142575;3;4220800;01
1728;2017;0;816918;1337592;0;0;2154510;01
1832;2018;0;792492;1460990;0;0;2253482;01
2179;2021;1586;8543;16076;35184;3531;64920;01
2370;2013;32234;1196983;784308;2200496;35279;4249300;01
2639;2015;0;722595;1446167;0;0;2168762;01
2686;2016;35497;1224672;779481;2174343;918;4214910;01
2844;2017;3345;4900;2293;69784;20974;101297;01
2896;2018;63103;1217126;1163700;1677509;52397;4173835;01
3055;2019;1403;8842;11518;76904;1856;100523;01
3056;2019;0;775079;650183;0;0;1425262;01
3163;2020;1683;7604;11069;80678;2013;103047;01
3165;2020;0;530145;630448;0;0;1160593;01
3210;2021;61167;1146775;1162047;1827582;5249;4202821;01
3278;2021;0;788690;1180704;0;0;1969394;01
1;2011;26491;838011;515742;1472027;3010;2855281;02
67;2012;22131;852174;534367;1571036;3194;2982902;02
168;2013;24021;844277;536491;1607454;3113;3015356;02
220;2013;0;301033;98989;0;0;400022;02
254;2013;0;0;0;336;0;336;02
440;2015;0;0;89;1409;0;1498;02
443;2015;0;0;0;335;0;335;02
554;2016;0;0;65;1408;0;1473;02
566;2016;0;0;0;1123;0;1123;02
683;2017;5631;14830;18723;126895;11052;177131;02
702;2018;59577;752437;700420;1173655;79140;2765229;02
820;2019;57108;761148;687732;1177666;70228;2753882;02
916;2019;5451;14695;18599;122475;10884;172104;02
938;2020;64542;711320;694493;1176442;16060;2662857;02
1031;2020;0;0;0;380;0;380;02
1047;2021;58737;756830;733411;1250162;11251;2810391;02
1144;2021;0;0;252;2267;0;2520;02
1234;2012;0;297170;102998;0;0;400168;02
1441;2014;0;0;0;335;0;335;02
1533;2015;0;0;0;1076;0;1076;02
1606;2016;0;250970;94850;0;0;345820;02
1643;2016;0;0;0;312;0;312;02
1757;2017;0;0;81;1334;0;1415;02
1833;2018;0;232993;91729;0;0;324722;02
1865;2018;0;0;71;1399;0;1470;02
1873;2018;0;0;0;1093;0;1093;02
1972;2019;0;0;0;186;0;186;02
1976;2019;0;0;0;995;0;995;02
2182;2021;0;230612;77789;0;0;308401;02
2216;2021;5742;15491;25389;111706;13755;172082;02
2461;2014;24832;798648;506975;1440589;3215;2774260;02
2526;2014;0;286845;96124;0;0;382969;02
2574;2015;28656;794320;522719;1487934;2617;2836246;02
2640;2015;0;284672;96509;0;0;381182;02
2670;2015;4298;11255;5040;63363;3233;87189;02
2687;2016;25058;806926;542095;1523564;1311;2898953;02
2776;2016;5212;15987;18967;123336;9780;173282;02
2786;2017;29794;772375;540398;1486230;0;2828798;02
2846;2017;0;234560;95204;0;0;329763;02
2886;2017;0;0;0;318;0;318;02
2890;2017;0;0;0;1129;0;1129;02
2983;2018;5451;14695;18599;124438;10884;174067;02
2984;2018;0;0;0;289;0;289;02
3057;2019;0;217292;92460;0;0;309752;02
3091;2019;0;0;75;1173;0;1248;02
3166;2020;0;226549;65917;0;0;292466;02
3190;2020;0;0;0;102548;55428;157976;02
3198;2020;0;0;99;1934;0;2033;02
3314;2021;0;0;0;331;0;331;02
2;2011;25748;426364;430434;1130822;3822;2017191;03
135;2012;0;189920;10941;0;0;200860;03
525;2016;0;147867;10053;0;0;157919;03
657;2017;0;183024;12263;0;0;195287;03
703;2018;60032;419070;597346;883910;48028;2008387;03
939;2020;62154;405093;569710;880816;1998;1919771;03
991;2020;0;158667;10005;0;0;168672;03
1048;2021;51814;421188;601790;946571;970;2022333;03
1353;2014;18473;383320;452243;1103514;4781;1962331;03
1444;2015;30309;383349;469109;1135227;4997;2022991;03
1660;2017;27132;389209;485275;1148431;108;2050154;03
1834;2018;0;164165;11734;0;0;175899;03
1884;2019;61718;416630;601263;879185;32191;1990987;03
1937;2019;0;171593;12843;0;0;184436;03
2183;2021;0;164750;12416;0;0;177166;03
2283;2012;22439;417822;453595;1193007;5150;2092013;03
2371;2013;22724;406676;465458;1228904;5243;2129005;03
2426;2013;0;179715;11111;0;0;190826;03
2527;2014;0;165382;10718;0;0;176101;03
2641;2015;0;169830;10879;0;0;180710;03
2688;2016;30879;394403;477484;1182037;127;2084931;03
3;2011;13601;105075;250012;685957;713;1055358;04
68;2012;13915;108245;265870;720303;659;1108991;04
221;2013;0;92373;27322;0;0;119695;04
405;2015;0;86209;14380;0;0;100588;04
581;2017;14608;108478;260315;710970;0;1094371;04
704;2018;17044;118300;362880;559961;19263;1077447;04
821;2019;18926;120443;370498;565617;15879;1091363;04
889;2019;0;85993;6981;0;0;92975;04
992;2020;0;90421;7725;0;0;98146;04
1112;2021;0;105630;5522;0;0;111152;04
1235;2012;0;102841;21438;0;0;124279;04
1266;2013;12578;111244;267207;743782;860;1135671;04
1354;2014;13603;110299;253869;682753;483;1061006;04
1407;2014;0;92119;25899;0;0;118018;04
1445;2015;13204;114419;256991;695823;106;1080543;04
2109;2021;20578;119978;360394;594867;781;1096598;04
2689;2016;14009;60254;260235;718268;53315;1106081;04
2749;2016;0;105523;12402;0;0;117925;04
2847;2017;0;114134;10191;0;0;124325;04
2953;2018;0;109014;10341;0;0;119355;04
3103;2020;19707;118023;352228;573843;1452;1065253;04
4;2011;6611;44405;323814;561239;1343;937412;05
330;2015;6449;42727;344423;570905;338;964842;05
365;2015;0;0;0;39126;46467;85593;05
705;2018;10844;51398;448180;440907;18752;970082;05
734;2018;0;0;0;53158;40172;93330;05
1267;2013;6296;40102;356336;608966;1461;1013162;05
1355;2014;7265;42476;326866;565409;811;942826;05
1546;2016;6184;45162;354618;587071;1168;994203;05
1914;2019;0;0;0;52457;40545;93002;05
2140;2021;79;4767;45437;39325;3707;93315;05
2284;2012;6462;44942;344731;589688;1360;987183;05
2721;2016;0;0;0;45619;41533;87152;05
2787;2017;5712;63483;350816;579417;0;999427;05
2813;2017;0;0;0;50309;40798;91107;05
2998;2019;12187;54909;450545;443221;15045;975907;05
3104;2020;11973;49088;424803;455829;1557;943250;05
3136;2020;62;4427;37285;39353;9908;91035;05
3211;2021;11261;53045;429506;470178;949;964940;05
43;2011;20;1170;1316;4629;770;7905;06
117;2012;22;1141;1234;4581;813;7791;06
136;2012;0;119275;66755;0;0;186030;06
222;2013;0;101710;65256;0;0;166966;06
381;2015;21;0;1335;4820;753;6929;06
459;2016;3719;354717;2180869;4189187;4145;6732637;06
526;2016;0;113554;64723;0;0;178277;06
630;2017;970;0;5435;14414;351;21170;06
658;2017;0;113860;56315;0;0;170174;06
773;2018;0;102241;56376;0;0;158617;06
822;2019;5183;367948;2939456;3229184;156257;6698028;06
870;2019;741;115;4368;16199;0;21423;06
974;2020;587;74;4548;16131;301;21641;06
993;2020;0;99197;53278;0;0;152475;06
1113;2021;0;104985;61080;0;0;166064;06
1154;2011;5096;348628;2104797;4113958;12682;6585161;06
1356;2014;3780;355900;2125138;4042552;10125;6537496;06
1408;2014;0;97476;62311;0;0;159787;06
1446;2015;4016;358896;2165563;4145619;5231;6679324;06
1938;2019;0;99042;58215;0;0;157257;06
1987;2020;4990;358634;2776440;3228640;13458;6382162;06
2038;2020;0;0;0;8109;0;8109;06
2158;2021;549;359;4763;16162;143;21976;06
2285;2012;4706;353520;2156735;4256611;12733;6784305;06
2372;2013;4021;334970;2177974;4364601;21143;6902709;06
2412;2013;22;1173;1427;5149;862;8633;06
2508;2014;19;1279;1244;5025;790;8357;06
2612;2015;0;3444;1703;14819;0;19966;06
2642;2015;0;102610;69673;0;0;172283;06
2734;2016;0;5640;1794;15460;26;22920;06
2788;2017;3184;360177;2194340;4155356;247;6713304;06
2823;2017;0;0;0;0;9321;9321;06
2897;2018;4952;396992;2927496;3267233;172363;6769036;06
2938;2018;676;71;3545;14660;1603;20555;06
3212;2021;5301;404238;2854441;3280047;10147;6554175;06
3261;2021;0;0;0;7433;0;7433;06
137;2012;0;132580;26921;0;0;159501;07
582;2017;8741;431743;338047;1148320;126;1926977;07
823;2019;18123;429517;482181;937669;33986;1901477;07
1155;2011;5210;403223;274104;1087971;501;1771009;07
1319;2013;0;126635;19816;0;0;146451;07
1409;2014;0;119764;27758;0;0;147522;07
1503;2015;0;113430;25679;0;0;139110;07
1729;2017;0;136828;23744;0;0;160572;07
1835;2018;0;137284;22534;0;0;159818;07
1988;2020;18873;410530;469391;963100;8046;1869940;07
2060;2020;0;116714;21587;0;0;138301;07
2110;2021;18073;422463;495027;1011652;2234;1949448;07
2184;2021;0;123541;23312;0;0;146853;07
2286;2012;5044;391101;294260;1155532;461;1846398;07
2373;2013;5103;427585;302481;1196050;390;1931609;07
2462;2014;5063;422161;292100;1087499;431;1807253;07
2575;2015;5034;423500;305495;1124424;482;1858935;07
2690;2016;5637;424000;317744;1162803;237;1910422;07
2750;2016;0;123781;25170;0;0;148951;07
2898;2018;17319;441330;476062;936417;35400;1906528;07
3058;2019;0;132313;16408;0;0;148720;07
303;2014;0;490480;18445;0;0;508925;08
406;2015;0;497904;18279;0;0;516183;08
527;2016;0;503789;16390;0;0;520179;08
684;2017;0;0;0;457;0;457;08
803;2018;0;0;0;445;0;445;08
824;2019;32477;482643;353690;586694;33645;1489150;08
917;2019;0;0;0;435;0;435;08
1138;2021;0;0;0;375;16;391;08
1197;2012;6830;488472;240970;818147;34;1554453;08
1320;2013;0;505074;18637;0;0;523711;08
1447;2015;9384;499701;234642;781090;67;1524884;08
1642;2016;0;0;0;453;0;453;08
1730;2017;0;518981;17069;0;0;536050;08
1775;2018;47726;478096;369453;583743;20712;1499729;08
1836;2018;0;521911;16163;0;0;538074;08
1989;2020;33652;460235;345554;591185;1123;1431749;08
2111;2021;33165;473379;393056;619435;965;1520001;08
2185;2021;0;465176;17989;0;0;483166;08
2228;2011;6497;510120;232299;773083;85;1522084;08
2331;2012;0;535087;17793;0;0;552880;08
2374;2013;7411;498013;243199;832026;101;1580751;08
2463;2014;8478;488795;230645;760356;64;1488337;08
2691;2016;8100;505578;238432;793980;385;1546475;08
2789;2017;8232;515745;238686;780026;0;1542689;08
3059;2019;0;525970;17110;0;0;543079;08
3167;2020;0;445544;13182;0;0;458726;08
3191;2020;0;0;0;346;26;371;08
50;2011;0;0;7;1744;141;1892;09
51;2011;0;0;419;276;239;934;09
54;2011;403;7980;2660;9681;500;21224;09
55;2011;0;0;55;815;193;1063;09
57;2011;699;11589;5293;9974;514;28070;09
58;2011;0;0;0;3018;0;3018;09
69;2012;3190;104767;132719;495051;1209;736935;09
118;2012;59;0;176;2538;12;2785;09
122;2012;0;0;28;1796;168;1992;09
124;2012;0;0;422;316;254;992;09
126;2012;0;0;83;802;171;1056;09
128;2012;0;2758;5316;7540;1160;16774;09
129;2012;0;0;0;3126;0;3126;09
206;2013;59;0;211;2774;16;3059;09
211;2013;0;99;342;2053;176;2670;09
212;2013;0;0;480;321;246;1047;09
214;2013;0;2776;5391;8092;1119;17378;09
215;2013;0;0;0;2977;0;2977;09
299;2014;0;0;320;316;185;821;09
301;2014;448;8174;1105;10756;606;21089;09
389;2015;0;0;29;1769;0;1798;09
393;2015;0;0;1;994;95;1090;09
396;2015;0;1327;1191;9287;849;12654;09
397;2015;0;0;2747;0;0;2747;09
407;2015;0;140179;8429;0;0;148608;09
515;2016;0;0;464;2292;296;3052;09
516;2016;0;0;91;878;199;1168;09
517;2016;0;0;7;949;77;1033;09
583;2017;2648;88236;142637;485110;0;718631;09
648;2017;0;0;82;955;0;1037;09
650;2017;937;9510;6938;11089;0;28473;09
651;2017;0;0;3877;7952;0;11829;09
706;2018;7022;93378;217076;385197;10310;712984;09
761;2018;0;171;683;2306;0;3160;09
763;2018;1011;6292;7040;9942;0;24285;09
764;2018;0;1168;6880;7283;0;15331;09
774;2018;0;132341;6698;0;0;139039;09
825;2019;7182;94943;222940;377426;7864;710355;09
881;2019;0;0;65;2008;423;2496;09
885;2019;0;1336;4130;8160;2380;16006;09
886;2019;0;1348;907;13272;4886;20413;09
981;2020;0;0;196;2212;0;2408;09
982;2020;0;66;679;2659;0;3404;09
983;2020;0;0;72;950;0;1022;09
984;2020;0;4555;4587;9850;0;18992;09
985;2020;0;0;1019;1648;0;2667;09
1049;2021;7604;83603;227148;400423;856;719634;09
1103;2021;0;0;344;2095;0;2439;09
1107;2021;0;0;73;1027;0;1100;09
1108;2021;965;6100;11421;13196;0;31682;09
1109;2021;0;1166;6120;7990;0;15276;09
1156;2011;2701;108933;126218;466668;1232;705753;09
1188;2011;0;0;10;995;96;1101;09
1189;2011;0;2660;5184;7818;1239;16901;09
1226;2012;0;99;329;2076;179;2683;09
1229;2012;450;8323;2917;10821;521;23032;09
1230;2012;0;0;596;2491;305;3392;09
1232;2012;0;0;7;973;80;1060;09
1236;2012;0;136452;8802;0;0;145254;09
1311;2013;0;0;36;2018;146;2200;09
1313;2013;480;8612;2414;11542;455;23503;09
1314;2013;0;0;538;2519;300;3357;09
1321;2013;0;138610;8264;0;0;146874;09
1396;2014;0;107;284;1872;177;2440;09
1397;2014;0;0;23;1434;0;1457;09
1401;2014;0;2635;5522;6897;97;15151;09
1448;2015;3091;90794;138122;476608;1178;709794;09
1493;2015;0;126;292;2066;177;2661;09
1495;2015;458;8059;1760;12471;528;23276;09
1496;2015;0;0;508;2422;306;3236;09
1497;2015;0;0;83;827;173;1083;09
1547;2016;3204;92383;138733;485039;137;719496;09
1591;2016;0;0;222;1994;153;2369;09
1592;2016;0;0;44;1800;0;1844;09
1593;2016;0;0;256;290;241;787;09
1597;2016;119;0;1646;9718;847;12329;09
1602;2016;0;2847;2306;7874;1056;14083;09
1607;2016;0;141643;8121;0;0;149764;09
1716;2017;0;0;26;1752;0;1778;09
1718;2017;0;0;477;234;0;711;09
1721;2017;0;0;716;2501;0;3217;09
1811;2018;0;0;138;2589;0;2727;09
1821;2018;0;0;439;250;0;689;09
1824;2018;232;500;1248;13827;0;15807;09
1825;2018;0;0;200;872;0;1072;09
1828;2018;0;676;378;11867;0;12921;09
1829;2018;0;0;0;2935;0;2935;09
1924;2019;0;0;323;2954;186;3463;09
1928;2019;0;0;0;1959;195;2154;09
1930;2019;0;0;0;774;263;1037;09
1931;2019;0;0;0;1013;95;1108;09
1932;2019;343;8293;9884;10977;1473;30970;09
2039;2020;0;0;0;2632;0;2632;09
2049;2020;0;123;1111;2182;0;3416;09
2053;2020;0;0;322;710;0;1032;09
2054;2020;0;930;6368;7590;0;14888;09
2061;2020;0;112197;3622;0;0;115819;09
2169;2021;0;0;698;256;0;954;09
2171;2021;284;9114;4935;9351;327;24011;09
2173;2021;0;2768;4315;9945;0;17028;09
2266;2011;52;0;153;2282;13;2500;09
2269;2011;0;156;304;1980;178;2618;09
2273;2011;0;0;477;2224;274;2975;09
2275;2011;0;2173;2023;9080;818;14094;09
2327;2012;0;2687;2550;9076;943;15256;09
2375;2013;2728;105862;136557;508375;1260;754782;09
2418;2013;0;0;96;812;159;1067;09
2419;2013;0;0;2;1007;86;1095;09
2420;2013;452;6547;6072;10918;340;24330;09
2421;2013;0;2326;2780;9268;1088;15462;09
2464;2014;2466;101364;131586;468451;1200;705066;09
2509;2014;58;0;174;2403;12;2647;09
2514;2014;0;0;494;2207;270;2971;09
2515;2014;0;0;81;767;165;1013;09
2517;2014;0;0;1;990;67;1058;09
2518;2014;475;7216;6390;10202;361;24644;09
2519;2014;0;2187;2289;7687;795;12958;09
2520;2014;0;0;0;2186;0;2186;09
2528;2014;0;138988;8696;0;0;147684;09
2618;2015;61;0;191;2695;12;2960;09
2627;2015;0;0;431;259;214;904;09
2631;2015;645;7130;5743;9594;332;23444;09
2632;2015;0;5;4945;7451;1097;13498;09
2736;2016;76;0;193;2551;16;2836;09
2743;2016;1035;9561;6980;10773;0;28349;09
2744;2016;0;0;2150;7264;1082;10496;09
2745;2016;0;0;0;2417;0;2417;09
2824;2017;65;0;198;2742;19;3023;09
2831;2017;0;0;277;2037;0;2314;09
2834;2017;2276;0;0;8346;445;11067;09
2835;2017;0;0;184;609;0;793;09
2838;2017;0;1402;1195;9546;845;12988;09
2839;2017;0;0;0;2362;0;2362;09
2848;2017;0;139587;8184;0;0;147771;09
2946;2018;0;134;388;2141;0;2663;09
2947;2018;0;0;81;0;0;81;09
2950;2018;0;0;86;1021;0;1107;09
3040;2019;0;0;166;224;423;813;09
3043;2019;0;9460;3836;15074;0;28370;09
3044;2019;0;69;0;2489;640;3198;09
3047;2019;0;0;968;3287;0;4255;09
3060;2019;0;131401;6351;0;0;137752;09
3105;2020;7707;86045;217247;384353;1873;697226;09
3154;2020;0;0;664;146;0;810;09
3156;2020;86;3851;8646;11586;0;24169;09
3159;2020;876;4875;10328;10459;0;26538;09
3262;2021;0;0;0;3119;0;3119;09
3267;2021;0;96;1045;2370;0;3511;09
3268;2021;0;75;704;2702;0;3481;09
3269;2021;0;0;173;913;0;1086;09
3271;2021;0;0;1043;1730;0;2773;09
3279;2021;0;122323;7125;0;0;129448;09
5;2011;33910;524681;374681;962385;1928;1897585;10
223;2013;0;126980;0;0;0;126980;10
260;2014;35619;523291;386716;950920;1330;1897876;10
304;2014;0;126938;0;0;0;126938;10
388;2015;78;0;37;1174;31;1319;10
408;2015;0;128636;0;0;0;128636;10
460;2016;39603;508575;407012;1021489;429;1977108;10
512;2016;74;0;33;1267;38;1412;10
562;2016;12200;1445;10761;27738;0;52144;10
643;2017;64;0;24;1289;23;1400;10
686;2017;12998;1532;1617;28454;0;44600;10
826;2019;55110;507971;557381;773056;18423;1911940;10
890;2019;0;132554;0;0;0;132554;10
918;2019;13192;1705;1351;19570;0;35818;10
994;2020;0;136265;0;0;0;136265;10
1050;2021;51675;545201;548831;819349;1151;1966206;10
1268;2013;32470;525374;403163;1062956;1842;2025805;10
1449;2015;38088;513733;401077;981860;984;1935741;10
1608;2016;0;130823;0;0;0;130823;10
1776;2018;55337;442200;609417;766129;21549;1894632;10
2152;2021;0;0;0;0;0;0;10
2186;2021;0;134492;0;0;0;134492;10
2287;2012;32579;521803;389416;1030088;1755;1975641;10
2332;2012;0;129659;0;0;0;129659;10
2673;2015;10431;2261;1725;27896;0;42313;10
2790;2017;35715;449288;460322;999311;0;1944636;10
2849;2017;0;127851;0;0;0;127851;10
2954;2018;0;130058;0;0;0;130058;10
2987;2018;13246;1379;1588;28112;0;44325;10
3106;2020;57282;485125;545606;770194;1772;1859979;10
3194;2020;0;0;0;28532;16787;45319;10
3315;2021;7489;8343;3236;30521;2136;51725;10
6;2011;14477;219104;397941;1363055;1761;1996337;11
59;2011;0;3797;1895;12195;0;17887;11
70;2012;15301;224952;426071;1448844;2089;2117257;11
138;2012;0;49778;60788;0;0;110567;11
224;2013;0;50031;58812;0;0;108843;11
331;2015;16614;213045;431308;1382798;784;2044549;11
409;2015;0;54018;57651;0;0;111669;11
528;2016;0;59732;54325;0;0;114057;11
652;2017;0;3424;2698;11356;0;17478;11
659;2017;0;62373;52591;0;0;114964;11
707;2018;26185;195948;659256;1166960;32810;2081160;11
765;2018;0;6102;3181;8472;0;17755;11
775;2018;0;62069;46681;0;0;108750;11
940;2020;28382;204890;636179;1131779;5520;2006750;11
1114;2021;0;65564;49165;0;0;114729;11
1269;2013;15705;217875;439837;1491318;1707;2166442;11
1402;2014;0;4065;2138;11760;0;17963;11
1410;2014;0;49254;56466;0;0;105720;11
1501;2015;0;3587;2265;11375;0;17227;11
1548;2016;17424;209482;436809;1406772;272;2070760;11
1603;2016;0;3457;2576;11245;0;17278;11
1939;2019;0;63628;47438;0;0;111067;11
2035;2020;0;0;0;234;0;234;11
2328;2012;0;4116;2053;11445;0;17615;11
2422;2013;0;4238;2119;12506;0;18864;11
2465;2014;15523;212633;425654;1352667;879;2007356;11
2791;2017;17846;203104;439988;1403890;0;2064828;11
2999;2019;27173;207456;659341;1134914;25688;2054572;11
3050;2019;0;5697;0;11487;0;17184;11
3161;2020;0;0;123;10613;4635;15371;11
3168;2020;0;63646;40982;0;0;104628;11
3213;2021;30281;230743;681468;1187714;3720;2133927;11
3259;2021;0;0;0;380;0;380;11
3274;2021;0;0;1766;7872;5917;15554;11
332;2015;18214;333471;299103;1006837;419;1658044;12
461;2016;19087;329834;305418;1037879;143;1692362;12
995;2020;0;27977;1366;0;0;29343;12
1198;2012;12789;317832;297773;1041825;576;1670795;12
1237;2012;0;30516;2046;0;0;32562;12
1357;2014;20399;331219;290517;980413;449;1622997;12
1411;2014;0;31862;2003;0;0;33864;12
1609;2016;0;30582;2141;0;0;32723;12
1661;2017;22667;297831;347050;1029104;192;1696844;12
1731;2017;0;30020;2183;0;0;32203;12
1837;2018;0;29180;2103;0;0;31283;12
1885;2019;116930;326661;465428;730989;25446;1665453;12
1940;2019;0;29755;1957;0;0;31712;12
2096;2020;0;0;0;0;0;0;12
2187;2021;0;28852;1808;0;0;30660;12
2229;2011;12494;318257;287100;979304;591;1597746;12
2376;2013;15169;325282;305325;1071869;665;1718311;12
2427;2013;0;31332;1949;0;0;33282;12
2643;2015;0;31171;1901;0;0;33073;12
2899;2018;115106;310210;488587;726311;32169;1672383;12
3107;2020;103333;307151;457655;730053;3167;1601360;12
3214;2021;104707;312307;483507;774473;1906;1676900;12
3249;2021;0;0;0;0;0;0;12
3316;2021;0;0;0;0;0;0;12
7;2011;62316;1246277;2934018;6153681;11333;10407624;13
139;2012;0;5500395;311651;0;0;5812047;13
169;2013;64094;1262973;3135679;6604081;14185;11081012;13
333;2015;63542;1178276;3182427;6282784;8519;10715549;13
776;2018;0;5340573;282842;0;0;5623414;13
941;2020;106523;1188048;4104929;5055016;16110;10470626;13
996;2020;0;5083235;250728;0;0;5333963;13
1051;2021;107672;1209263;4291751;5237323;9589;10855598;13
1199;2012;65115;1250000;3061044;6470635;12601;10859395;13
1358;2014;62463;1169954;3104109;6057619;10100;10404244;13
1412;2014;0;5887624;299197;0;0;6186822;13
1732;2017;0;5559676;313480;0;0;5873156;13
1777;2018;93068;1155492;4310896;5032071;230958;10822485;13
1886;2019;103234;1221238;4244196;5016778;210774;10796221;13
2188;2021;0;5646329;282324;0;0;5928653;13
2428;2013;0;5577005;311591;0;0;5888595;13
2644;2015;0;5774384;307950;0;0;6082334;13
2692;2016;64900;1149966;3174763;6329747;1476;10720852;13
2751;2016;0;6105716;306774;0;0;6412490;13
2792;2017;71617;1075971;3269079;6365153;241;10782062;13
3061;2019;0;5516278;279943;0;0;5796222;13
8;2011;18773;875519;934366;2343234;4200;4176092;14
170;2013;19696;843746;1001359;2591360;4106;4460266;14
225;2013;0;17094;43692;0;0;60786;14
334;2015;21038;840440;987533;2382495;1563;4233068;14
462;2016;22090;853042;1011324;2473254;2413;4362122;14
708;2018;81082;870363;1271847;1891319;166202;4280813;14
777;2018;0;32683;44750;0;0;77433;14
827;2019;81973;821014;1260850;1886837;213745;4264418;14
1238;2012;0;19450;42764;0;0;62213;14
1359;2014;19991;823218;968920;2322326;1546;4136001;14
1413;2014;0;19566;45913;0;0;65479;14
1504;2015;0;27996;43821;0;0;71817;14
1610;2016;0;24749;44097;0;0;68845;14
1941;2019;0;18371;48193;0;0;66564;14
2062;2020;0;3659;34575;0;0;38235;14
2112;2021;83681;894382;1350244;2014772;4530;4347608;14
2189;2021;0;2175;45343;0;0;47518;14
2288;2012;17897;864246;976044;2522694;3299;4384181;14
2793;2017;23139;876854;993096;2404046;0;4297136;14
2850;2017;0;25075;45424;0;0;70499;14
3108;2020;82248;863936;1271136;1909913;5740;4132973;14
9;2011;1134;135431;147678;528378;111;812733;15
410;2015;0;0;339;0;0;339;15
529;2016;0;0;462;0;0;462;15
660;2017;0;0;454;0;0;454;15
778;2018;0;0;435;0;0;435;15
997;2020;0;0;338;0;0;338;15
1052;2021;46080;158912;246923;406370;707;858990;15
1322;2013;0;0;317;0;0;317;15
1414;2014;0;0;379;0;0;379;15
2289;2012;1748;141051;156208;562642;373;862021;15
2333;2012;0;0;327;0;0;327;15
2377;2013;1843;137142;158159;578379;155;875678;15
2466;2014;1803;133955;150360;529456;294;815869;15
2576;2015;2039;132858;152212;537224;28;824362;15
2693;2016;2226;134851;155378;553217;139;845812;15
2794;2017;2184;139314;157469;544656;0;843624;15
2900;2018;42084;149711;246361;380821;17597;836574;15
3000;2019;42928;152575;243094;379322;14425;832345;15
3062;2019;0;0;444;0;0;444;15
3109;2020;44367;147503;231967;380462;1030;805329;15
3280;2021;0;0;362;0;0;362;15
10;2011;38047;530316;411860;1130154;604;2110980;16
71;2012;45591;519933;427359;1219798;753;2213435;16
140;2012;0;341592;62779;0;0;404371;16
171;2013;41154;522075;432591;1253537;909;2250266;16
305;2014;0;289951;91656;0;0;381606;16
335;2015;42543;498068;424952;1175605;295;2141462;16
530;2016;0;289206;73060;0;0;362266;16
584;2017;34000;473451;444643;1187122;0;2139216;16
661;2017;0;234333;104061;0;0;338393;16
742;2018;0;0;0;70;0;70;16
809;2018;0;0;0;0;0;0;16
864;2019;0;0;0;62;0;62;16
891;2019;0;235406;118295;0;0;353701;16
924;2019;0;0;0;0;0;0;16
942;2020;66883;484871;534997;960108;7520;2054379;16
1088;2021;0;0;0;58;0;58;16
1149;2021;0;0;0;0;0;0;16
1323;2013;0;305484;75764;0;0;381248;16
1536;2015;0;0;0;0;0;0;16
1578;2016;0;8;0;74;0;81;16
1651;2016;0;0;0;0;0;0;16
1769;2017;0;0;0;0;41;41;16
1778;2018;63844;500666;557344;965031;39119;2126005;16
1887;2019;66429;491581;545616;957283;61721;2122631;16
2030;2020;0;0;0;65;0;65;16
2190;2021;0;215613;92354;0;0;307968;16
2467;2014;32583;500878;421798;1143007;726;2098991;16
2608;2015;0;7;0;71;0;78;16
2645;2015;0;291676;69662;0;0;361338;16
2694;2016;46527;492361;426290;1206571;99;2171848;16
2818;2017;0;0;0;76;0;76;16
2955;2018;0;242245;89517;0;0;331762;16
3169;2020;0;248294;103743;0;0;352037;16
3200;2020;0;0;0;0;0;0;16
3215;2021;59781;538782;568023;1018272;4114;2188972;16
411;2015;0;105920;14582;0;0;120501;17
585;2017;60621;309833;843330;2657917;159;3871860;17
625;2017;184;0;0;1621;0;1805;17
865;2019;175;0;0;1673;0;1847;17
969;2020;265;0;88;1541;33;1926;17
1089;2021;205;0;52;1634;19;1911;17
1200;2012;67777;299944;812153;2688619;2428;3870921;17
1239;2012;0;111826;13113;0;0;124939;17
1324;2013;0;121649;13914;0;0;135563;17
1360;2014;58309;299037;808475;2525609;1729;3693160;17
1477;2015;0;356;12;1217;64;1649;17
1611;2016;0;102228;12390;0;0;114618;17
1806;2018;152;0;0;1703;0;1855;17
1888;2019;116944;340406;1151443;2199341;56808;3864941;17
1942;2019;0;106222;46916;0;0;153137;17
1990;2020;124736;329297;1104222;2214739;5145;3778139;17
2113;2021;115372;371147;1162163;2390859;3996;4043537;17
2230;2011;62161;292151;769708;2484314;2141;3610476;17
2378;2013;66123;301677;832511;2780619;1977;3982906;17
2529;2014;0;112042;14022;0;0;126064;17
2577;2015;70110;308642;830018;2623920;1582;3834273;17
2695;2016;73214;309843;833141;2702379;694;3919273;17
2728;2016;103;199;11;1236;61;1610;17
2851;2017;0;98955;33740;0;0;132696;17
2901;2018;120662;340512;1149216;2223450;74489;3908329;17
