conso_id;annee;conso_agri;conso_indu;conso_tert;conso_resi;conso_autre;conso_totale;code_dep
2956;2018;0;101994;46366;0;0;148360;17
3170;2020;0;104949;33047;0;0;137996;17
3281;2021;0;102897;37577;0;0;140473;17
141;2012;0;78126;21268;0;0;99393;18
172;2013;35401;296350;398369;1180114;110;1910344;18
261;2014;23871;288684;377770;1054612;174;1745112;18
586;2017;33090;297150;401595;1102545;120;1834501;18
709;2018;64220;316764;530765;861432;28348;1801529;18
892;2019;0;75358;22592;0;0;97950;18
998;2020;0;72589;17940;0;0;90529;18
1053;2021;59698;302316;538508;921157;2268;1823948;18
1201;2012;32533;290958;395917;1144393;186;1863987;18
1450;2015;38189;295792;385851;1089665;215;1809713;18
1549;2016;37378;303510;385996;1139580;430;1866895;18
1733;2017;0;70115;23977;0;0;94091;18
1838;2018;0;76727;22300;0;0;99028;18
1991;2020;65004;295058;505387;856847;5252;1727548;18
2231;2011;33893;293814;386841;1072026;106;1786679;18
2429;2013;0;77105;21282;0;0;98387;18
2530;2014;0;75857;21849;0;0;97706;18
2646;2015;0;67225;22065;0;0;89290;18
2752;2016;0;67800;19241;0;0;87041;18
3001;2019;62262;320972;524582;858154;24468;1790437;18
3282;2021;0;76796;20264;0;0;97060;18
72;2012;2326;254075;335011;893897;773;1486082;19
142;2012;0;31789;14745;0;0;46534;19
226;2013;0;32371;13959;0;0;46330;19
412;2015;0;29956;13449;0;0;43405;19
463;2016;2393;280393;336384;876629;175;1495975;19
587;2017;2553;275718;344424;864442;59;1487195;19
710;2018;15931;302064;441614;680485;26885;1466979;19
828;2019;16661;307206;448904;681359;19838;1473968;19
893;2019;0;32396;7920;0;0;40316;19
943;2020;15586;297465;436176;683676;1173;1434076;19
1157;2011;2393;246744;327306;826628;802;1403873;19
1451;2015;2430;272233;333464;852850;522;1461499;19
1734;2017;0;35056;10181;0;0;45237;19
2379;2013;2246;257714;334800;916495;486;1511741;19
2468;2014;2293;262880;330026;831356;125;1426680;19
2531;2014;0;28525;13700;0;0;42225;19
2753;2016;0;33400;12051;0;0;45451;19
2957;2018;0;34911;7691;0;0;42602;19
3171;2020;0;26527;5592;0;0;32119;19
3216;2021;14792;307410;455365;725018;863;1503447;19
3283;2021;0;33085;6339;0;0;39424;19
73;2012;11708;643946;822871;1633356;4527;3116408;21
143;2012;0;81883;182254;0;0;264137;21
531;2016;0;67813;180285;0;0;248097;21
779;2018;0;51457;172869;0;0;224326;21
999;2020;0;43196;156083;0;0;199279;21
1158;2011;10298;641760;797565;1543839;5893;2999355;21
1270;2013;11215;641519;856354;1678542;5383;3193013;21
1415;2014;0;80946;184064;0;0;265010;21
1550;2016;11050;635116;834490;1627003;560;3108218;21
1662;2017;12153;649881;846172;1593290;83;3101578;21
1779;2018;40860;672474;1042368;1185332;104063;3045096;21
1943;2019;0;45044;176686;0;0;221730;21
1992;2020;41596;685382;1010576;1192596;10449;2940598;21
2430;2013;0;76668;186679;0;0;263347;21
2469;2014;10330;625633;813923;1519408;2614;2971908;21
2578;2015;11216;637367;830421;1566623;1113;3046739;21
2647;2015;0;73853;187506;0;0;261359;21
2852;2017;0;59536;180380;0;0;239916;21
3002;2019;42124;703435;1032239;1186272;81618;3045688;21
3217;2021;44234;691163;1070347;1267075;6868;3079687;21
3284;2021;0;47299;168870;0;0;216169;21
11;2011;214161;817027;688912;2161079;4917;3886095;22
173;2013;216850;830061;708862;2398241;3880;4157894;22
262;2014;219579;841968;691491;2169517;1214;3923769;22
336;2015;215770;855070;703444;2231450;493;4006227;22
662;2017;0;33887;19330;0;0;53217;22
711;2018;400716;805154;935398;1755545;99035;3995849;22
829;2019;397812;819363;944013;1752378;74984;3988550;22
1054;2021;388770;826590;1011748;1886943;3290;4117341;22
1202;2012;214783;819500;709760;2333604;4563;4082210;22
1325;2013;0;14491;19586;0;0;34077;22
1551;2016;226266;851442;718053;2318326;104;4114191;22
1663;2017;229237;824057;735804;2251128;77;4040303;22
1839;2018;0;92750;20231;0;0;112980;22
1944;2019;0;91373;19914;0;0;111287;22
2147;2021;0;54;0;0;12;66;22
2334;2012;0;14439;18712;0;0;33151;22
2532;2014;0;12315;18809;0;0;31124;22
2648;2015;0;11005;18660;0;0;29666;22
2754;2016;0;10370;18312;0;0;28682;22
3110;2020;402437;804543;972750;1791657;4457;3975843;22
3172;2020;0;94583;15377;0;0;109960;22
3285;2021;0;97138;17638;0;0;114776;22
12;2011;1283;96410;92921;412267;1330;604211;23
74;2012;1316;99331;100377;440491;1427;642941;23
227;2013;0;0;5246;0;0;5246;23
306;2014;0;0;5181;0;0;5181;23
464;2016;1951;105135;102735;431723;321;641865;23
588;2017;2040;105083;101574;421427;0;630123;23
830;2019;16189;106293;132161;321130;28211;603985;23
894;2019;0;0;3105;0;0;3105;23
1271;2013;1782;101298;105905;453776;1198;663960;23
1735;2017;0;0;4068;0;0;4068;23
1840;2018;0;0;2882;0;0;2882;23
1993;2020;15703;89657;149808;320873;8099;584140;23
2335;2012;0;0;5902;0;0;5902;23
2470;2014;1911;103824;96752;407870;815;611172;23
2579;2015;1978;104134;99111;417090;415;622728;23
2649;2015;0;0;5281;0;0;5281;23
2755;2016;0;0;4160;0;0;4160;23
2902;2018;16271;106486;133452;325882;29839;611930;23
3173;2020;0;0;2239;0;0;2239;23
3218;2021;16913;100390;155750;346975;7219;627247;23
3286;2021;0;0;2549;0;0;2549;23
13;2011;36874;339688;428007;1504620;942;2310130;24
75;2012;34255;345780;443563;1616739;1086;2441422;24
307;2014;0;296404;0;0;0;296404;24
337;2015;33168;355921;447981;1561904;894;2399867;24
413;2015;0;116734;0;0;0;116734;24
780;2018;0;140739;0;0;0;140739;24
1055;2021;69695;348696;675017;1380974;6269;2480651;24
1272;2013;32155;346365;449183;1658940;1105;2487748;24
1326;2013;0;311269;0;0;0;311269;24
1361;2014;28186;339750;437190;1518169;878;2324173;24
1612;2016;0;141018;0;0;0;141018;24
1664;2017;30580;368085;459333;1608594;191;2466783;24
1945;2019;0;122128;0;0;0;122128;24
2063;2020;0;89775;0;0;0;89775;24
2336;2012;0;349667;0;0;0;349667;24
2696;2016;33734;362224;451517;1612365;1140;2460980;24
2853;2017;0;145005;0;0;0;145005;24
2903;2018;61340;373415;628607;1296959;85573;2445895;24
3003;2019;64642;366143;632349;1294565;75996;2433694;24
3111;2020;69820;336386;662565;1298256;7821;2374849;24
3247;2021;0;0;0;0;0;0;24
3287;2021;0;123489;0;0;0;123489;24
76;2012;7040;689559;661960;1594264;9481;2962303;25
174;2013;7866;700045;677596;1636301;8604;3030413;25
228;2013;0;200666;59871;0;0;260537;25
263;2014;8284;695869;652993;1501773;7808;2866727;25
465;2016;8902;742688;684106;1606314;656;3042666;25
574;2016;938;8257;3949;23026;2357;38527;25
696;2017;921;7684;4240;23440;2283;38568;25
1056;2021;61215;755780;903365;1236635;1989;2958983;25
1152;2021;1291;3948;6530;27656;3021;42446;25
1416;2014;0;229933;58187;0;0;288120;25
1540;2015;1079;7996;3957;23040;7287;43359;25
1736;2017;0;231445;56543;0;0;287987;25
1876;2018;906;7531;4060;23460;2473;38430;25
1994;2020;58126;705409;859998;1171210;3793;2798537;25
2064;2020;0;147837;35179;0;0;183016;25
2103;2020;0;0;0;22037;14205;36242;25
2232;2011;6393;704915;635650;1500998;10109;2858066;25
2337;2012;0;178237;53182;0;0;231419;25
2580;2015;7773;720660;674256;1542048;7372;2952109;25
2650;2015;0;228466;54142;0;0;282607;25
2756;2016;0;214993;56723;0;0;271717;25
2795;2017;9533;754459;688040;1574396;45;3026472;25
2904;2018;56000;780927;944477;1160557;43133;2985093;25
2958;2018;0;229704;51406;0;0;281110;25
3004;2019;57392;772291;922947;1166605;32636;2951871;25
3063;2019;0;217557;47406;0;0;264962;25
3100;2019;873;8143;3735;22728;1954;37433;25
3288;2021;0;145427;40478;0;0;185904;25
144;2012;0;2645566;181649;0;0;2827216;26
264;2014;51675;623651;706419;1611074;1494;2994313;26
324;2014;0;0;30;2619;0;2649;26
338;2015;57078;639977;751683;1684127;1292;3134156;26
466;2016;56877;647046;730492;1729539;854;3164808;26
589;2017;59772;662628;759412;1724849;86;3206746;26
712;2018;91076;635314;1011771;1347848;60888;3146898;26
769;2018;0;0;255;2094;527;2876;26
781;2018;0;648781;163518;0;0;812300;26
944;2020;94883;629728;1031678;1372073;15511;3143873;26
978;2020;0;0;245;1690;302;2237;26
1000;2020;0;615277;125529;0;0;740806;26
1111;2021;0;0;0;4529;860;5389;26
1159;2011;47818;607859;700099;1613429;1939;2971144;26
1203;2012;49144;621552;713655;1710777;2122;3097250;26
1260;2012;0;0;36397;2816;0;39213;26
1273;2013;51761;634516;722652;1764702;2163;3175794;26
1327;2013;0;763778;185009;0;0;948786;26
1488;2015;148;188;241;1873;0;2450;26
1531;2015;0;0;34;2240;0;2274;26
1587;2016;0;490;233;1737;0;2460;26
1613;2016;0;664119;176268;0;0;840387;26
1641;2016;0;0;6;2323;372;2701;26
1758;2017;0;0;411;2390;0;2800;26
1889;2019;91982;690321;1015542;1349912;58194;3205951;26
1925;2019;0;0;259;1574;254;2087;26
2114;2021;85429;683731;1038355;1446822;6104;3260440;26
2533;2014;0;823304;178815;0;0;1002119;26
2651;2015;0;786206;182909;0;0;969114;26
2827;2017;183;0;389;1947;246;2765;26
2854;2017;0;658487;178253;0;0;836740;26
2952;2018;0;0;0;2844;0;2844;26
3054;2019;0;0;0;2700;0;2700;26
3064;2019;0;630313;161910;0;0;792223;26
3162;2020;0;0;0;2529;391;2920;26
3289;2021;0;592370;147671;0;0;740041;26
14;2011;17086;977522;664789;1993195;2333;3654925;27
467;2016;18622;969529;697085;2097880;1054;3784170;27
895;2019;0;313109;107278;0;0;420388;27
1057;2021;50363;919485;960469;1789670;3211;3723197;27
1274;2013;16944;986085;708632;2210124;1880;3923664;27
1362;2014;17085;970117;686326;1968854;1393;3643774;27
1417;2014;0;390725;69820;0;0;460545;27
1505;2015;0;406214;99310;0;0;505523;27
1614;2016;0;375033;105353;0;0;480387;27
1841;2018;0;329153;107719;0;0;436873;27
1995;2020;51306;865091;921770;1689322;13473;3540962;27
2191;2021;0;244648;108328;0;0;352976;27
2290;2012;15638;978838;685662;2150738;1963;3832839;27
2338;2012;0;336270;74023;0;0;410293;27
2431;2013;0;373030;73456;0;0;446486;27
2581;2015;19243;973828;680522;2024874;1018;3699486;27
2796;2017;20406;955708;700700;2030433;0;3707247;27
2855;2017;0;346054;110416;0;0;456470;27
2905;2018;45930;932948;944663;1672432;63876;3659848;27
3005;2019;47489;983093;884161;1675038;50289;3640070;27
3174;2020;0;280536;99375;0;0;379911;27
77;2012;64631;447343;393465;1055084;784;1961308;28
145;2012;0;16490;173088;0;0;189578;28
505;2016;1585;142937;27832;324449;78126;574930;28
590;2017;87006;372956;477998;1001251;39;1939250;28
624;2017;0;48457;45736;75660;0;169853;28
663;2017;0;15051;169747;0;0;184798;28
690;2017;0;4031;0;7592;3886;15509;28
741;2018;0;35020;42543;74733;13088;165384;28
922;2019;1046;4764;4287;7148;744;17989;28
1001;2020;0;8967;121186;0;0;130153;28
1034;2020;0;0;0;53569;26389;79958;28
1041;2020;6586;71153;127281;267637;66753;539410;28
1160;2011;101767;450420;374448;977707;1254;1905598;28
1328;2013;0;13760;167732;0;0;181492;28
1418;2014;0;12580;165685;0;0;178265;28
1484;2015;3306;175082;59683;268907;64051;571029;28
1506;2015;0;14260;168432;0;0;182692;28
1615;2016;0;15816;159838;0;0;175655;28
1646;2016;1220;12062;6181;64351;5660;89474;28
1706;2017;1852;134620;24736;321482;83725;566415;28
1842;2018;0;17890;164417;0;0;182307;28
1872;2018;1336;11752;5901;64912;6506;90407;28
1877;2018;1748;56464;69683;321342;96246;545483;28
1890;2019;121527;416013;502620;812043;79698;1931901;28
1919;2019;0;39329;41260;73123;12317;166029;28
1946;2019;0;15029;159644;0;0;174673;28
1981;2019;5913;64341;92048;318174;47141;527618;28
1996;2020;139011;431258;506708;817104;3444;1897524;28
2029;2020;0;40228;40817;74085;13138;168268;28
2099;2020;1164;3916;4563;7264;49;16956;28
2115;2021;92863;450270;524665;873803;1969;1943570;28
2155;2021;247;34230;55156;59803;18118;167554;28
2219;2021;1460;10828;7342;57786;11082;88497;28
2224;2021;5791;64128;145966;314368;65941;596195;28
2380;2013;76257;465268;397230;1088466;894;2028115;28
2471;2014;57192;448017;380165;969488;586;1855448;28
2582;2015;111096;456100;391118;999791;574;1958678;28
2607;2015;0;44945;54933;68356;0;168234;28
2675;2015;1054;12791;7879;65892;2536;90152;28
2697;2016;81620;455196;386918;1040492;1411;1965637;28
2727;2016;0;46257;43743;72155;0;162155;28
2888;2017;1234;9265;5702;60206;4468;80875;28
2906;2018;114957;415412;536983;808703;56029;1932084;28
2990;2018;824;5932;2702;7850;1292;18600;28
3096;2019;1336;11752;5901;64400;6506;89895;28
3290;2021;0;505;129615;0;0;130120;28
3319;2021;906;4559;5210;7935;51;18661;28
229;2013;0;338128;30497;0;0;368625;29
265;2014;261598;823306;1161733;2893335;1697;5141670;29
339;2015;256565;815181;1160945;2956663;857;5190211;29
532;2016;0;349124;31181;0;0;380305;29
591;2017;267800;800873;1212110;2986893;0;5267676;29
933;2020;0;51;649;0;0;700;29
1058;2021;415820;884180;1579613;2546493;4624;5430730;29
1780;2018;393358;819757;1565527;2400477;118506;5297624;29
1881;2019;0;78;601;0;0;679;29
1891;2019;412315;859714;1524149;2380755;99987;5276920;29
1997;2020;418145;854508;1509506;2439521;6951;5228631;29
2065;2020;0;340203;23452;0;0;363655;29
2105;2021;0;188;684;0;0;872;29
2233;2011;264924;857688;1117774;2873624;1826;5115836;29
2291;2012;259878;855749;1146494;3080991;1728;5344840;29
2339;2012;0;331755;33561;0;0;365316;29
2381;2013;261169;847573;1177233;3176474;2229;5464678;29
2534;2014;0;333311;31882;0;0;365193;29
2652;2015;0;340669;31796;0;0;372465;29
2698;2016;277159;817024;1191238;3051821;1061;5338303;29
2856;2017;0;351217;31204;0;0;382422;29
2959;2018;0;351754;30450;0;0;382205;29
3065;2019;0;343982;29657;0;0;373639;29
3291;2021;0;351757;27076;0;0;378833;29
468;2016;29513;440267;808785;2659092;2228;3939885;30
896;2019;0;867504;112615;0;0;980119;30
1240;2012;0;959175;100316;0;0;1059490;30
1275;2013;28266;430517;805581;2746458;1873;4012696;30
1419;2014;0;992027;74255;0;0;1066282;30
1452;2015;28565;431319;801047;2594817;1149;3856896;30
1507;2015;0;998963;77621;0;0;1076583;30
1616;2016;0;1102361;75185;0;0;1177546;30
1737;2017;0;1075026;77745;0;0;1152772;30
1843;2018;0;1010511;115172;0;0;1125683;30
1998;2020;49183;486011;1136415;2204199;7747;3883555;30
2116;2021;52569;501219;1186732;2321860;4993;4067374;30
2192;2021;0;889956;110453;0;0;1000409;30
2234;2011;28113;440373;774742;2498168;1732;3743128;30
2292;2012;27967;434473;799523;2657591;2179;3921733;30
2432;2013;0;884303;92695;0;0;976998;30
2472;2014;28352;422059;777848;2491695;1523;3721477;30
2797;2017;32075;482845;811331;2644651;461;3971362;30
2907;2018;48591;513353;1164615;2199881;75130;4001570;30
3006;2019;51191;506401;1177614;2189163;57756;3982124;30
3175;2020;0;713230;104002;0;0;817232;30
60;2011;0;0;0;13497;7925;21422;31
78;2012;18659;734156;2162314;4105013;4918;7025060;31
125;2012;0;0;0;5916;3749;9665;31
132;2012;0;0;0;13237;8205;21442;31
340;2015;18016;770384;2102444;4006403;2895;6900142;31
392;2015;0;0;0;6064;3622;9686;31
713;2018;33472;893419;2690813;3337466;175156;7130326;31
771;2018;0;0;0;13220;9745;22965;31
888;2019;0;0;0;12469;9179;21648;31
1059;2021;33193;893974;2703790;3446641;14562;7092160;31
1106;2021;0;178;0;6952;4871;12001;31
1115;2021;0;301626;115788;0;0;417414;31
1161;2011;15934;705515;2111096;3824516;8631;6665691;31
1231;2012;0;0;0;2555;0;2555;31
1315;2013;0;0;0;2671;0;2671;31
1420;2014;0;335104;145603;0;0;480707;31
1498;2015;0;0;0;2371;0;2371;31
1508;2015;0;337974;141344;0;0;479318;31
1596;2016;0;0;0;6379;3647;10026;31
1598;2016;0;0;0;2416;0;2416;31
1823;2018;0;0;0;6212;4074;10286;31
1826;2018;0;0;0;2540;0;2540;31
2052;2020;0;133;0;5734;4914;10781;31
2066;2020;0;321893;110434;0;0;432326;31
2172;2021;0;0;0;2400;0;2400;31
2180;2021;308;1683;4401;14294;3628;24314;31
2272;2011;0;0;0;6140;3755;9895;31
2274;2011;0;0;0;2490;0;2490;31
2340;2012;0;310433;142340;0;0;452772;31
2382;2013;16437;760041;2140304;4217532;7234;7141548;31
2417;2013;0;0;0;6166;3606;9772;31
2425;2013;0;0;0;14443;8937;23380;31
2433;2013;0;354108;145722;0;0;499830;31
2473;2014;13712;739546;2057571;3904769;3586;6719184;31
2513;2014;0;0;0;6070;3381;9451;31
2516;2014;0;0;0;2480;0;2480;31
2523;2014;0;0;0;12863;8235;21098;31
2630;2015;0;0;0;0;13539;13539;31
2637;2015;0;0;0;13208;8842;22050;31
2699;2016;19086;784227;2114604;4079658;2059;6999633;31
2748;2016;0;0;0;13038;9411;22449;31
2757;2016;0;347289;134786;0;0;482075;31
2798;2017;18740;825214;2102807;4124344;90;7071194;31
2833;2017;0;0;0;6018;3693;9711;31
2836;2017;0;0;0;2425;0;2425;31
2845;2017;0;0;0;13049;9269;22318;31
2857;2017;0;357386;130460;0;0;487846;31
2960;2018;0;363303;124700;0;0;488003;31
3007;2019;35540;827851;2741143;3294826;167619;7066979;31
3042;2019;0;0;0;6287;4152;10439;31
3045;2019;0;2514;0;2444;0;4958;31
3066;2019;0;353737;122442;0;0;476179;31
3112;2020;35378;851672;2607825;3328175;33482;6856533;31
3157;2020;0;2458;0;0;0;2458;31
3164;2020;291;1288;3077;10100;4685;19441;31
15;2011;48177;150835;211856;712343;1543;1124754;32
175;2013;51400;147852;223371;781665;633;1204922;32
341;2015;53397;144081;221140;736514;219;1155351;32
469;2016;55293;146393;219721;752683;347;1174437;32
831;2019;94811;140033;303550;578163;31210;1147767;32
1665;2017;49379;141813;221717;749821;0;1162731;32
1781;2018;101091;145530;297794;584387;37106;1165907;32
2117;2021;86362;134908;327146;611766;2264;1162446;32
2293;2012;51222;150094;220918;761709;1426;1185369;32
2474;2014;41858;134685;210832;717464;713;1105552;32
3113;2020;98294;137864;322554;582585;4191;1145487;32
79;2012;142876;862251;2140818;5024402;5128;8175475;33
146;2012;0;509856;187764;0;0;697619;33
230;2013;0;570811;194547;0;0;765358;33
308;2014;0;562165;183619;0;0;745785;33
342;2015;154137;884148;2248439;4947542;1678;8235944;33
403;2015;172;4321;9108;11020;13;24634;33
414;2015;0;533128;180978;0;0;714106;33
565;2016;0;0;0;0;0;0;33
688;2017;156;1534;219;3938;2038;7885;33
714;2018;210554;990686;2957448;4223938;252319;8634945;33
768;2018;218;22922;3508;11512;0;38160;33
832;2019;219403;997065;2943081;4154083;227724;8541356;33
874;2019;0;9585;0;39581;0;49166;33
880;2019;0;12448;917;23737;2064;39166;33
990;2020;0;0;0;9669;12208;21877;33
1101;2021;0;310;671;12471;26247;39699;33
1276;2013;138609;870762;2214861;5163454;5452;8393137;33
1309;2013;18;13536;5116;16310;3374;38353;33
1394;2014;8;12873;5105;15676;2302;35964;33
1492;2015;9;7502;5207;16112;8607;37437;33
1552;2016;154225;885869;2279100;5131115;3252;8453561;33
1666;2017;153806;901103;2305347;5146776;28;8507059;33
1704;2017;278;1409;0;35696;0;37383;33
1715;2017;7;16870;905;21759;115;39656;33
1726;2017;196;10264;2605;10448;0;23512;33
1819;2018;0;15404;1004;22548;0;38956;33
1844;2018;0;517706;171456;0;0;689162;33
1999;2020;233925;931001;2928275;4233920;27008;8354130;33
2048;2020;6;10518;706;21415;1926;34571;33
2067;2020;0;470667;164626;0;0;635294;33
2118;2021;229503;944639;3109340;4431522;22361;8737366;33
2162;2021;0;0;0;31120;94381;125501;33
2178;2021;222;51;410;9437;26409;36529;33
2193;2021;0;462927;181846;0;0;644773;33
2235;2011;147932;857039;2046998;4652674;3848;7708491;33
2278;2011;17;1652;2096;4736;23;8524;33
2330;2012;87;1563;1694;4517;8;7869;33
2424;2013;61;1402;2464;4467;10;8404;33
2475;2014;140636;875662;2178595;4786366;2798;7984057;33
2522;2014;143;899;2299;4616;4;7962;33
2676;2015;0;0;0;0;0;0;33
2739;2016;18;14973;1429;22590;428;39439;33
2747;2016;182;9641;3230;13929;0;26982;33
2758;2016;0;550911;176489;0;0;727400;33
2858;2017;0;540012;178608;0;0;718620;33
2942;2018;59;0;1449;39603;0;41111;33
3053;2019;207;187;26593;10990;0;37977;33
3067;2019;0;496087;193514;0;0;689601;33
3145;2020;0;0;0;36220;12537;48757;33
37;2011;0;2919;5054;14468;567;23008;34
64;2012;1447;15081;64548;258592;738;340405;34
111;2012;0;2708;5444;15015;796;23963;34
266;2014;26347;344460;1599172;3437099;1546;5408624;34
290;2014;0;3758;1774;17274;0;22806;34
375;2015;0;2279;2586;17930;0;22795;34
399;2015;0;5412;0;16192;0;21604;34
415;2015;0;66391;92435;0;0;158826;34
497;2016;0;0;0;3109;0;3109;34
519;2016;0;0;4990;15959;0;20949;34
653;2017;0;0;4534;16493;0;21027;34
664;2017;0;59192;88092;0;0;147284;34
744;2018;25877;445;0;0;0;26322;34
932;2020;5453;17322;108974;231966;250;363965;34
971;2020;0;0;0;15800;8430;24230;34
987;2020;0;0;0;17336;760;18096;34
1060;2021;49313;417580;2232739;3064918;5415;5769964;34
1116;2021;0;29634;92093;0;0;121728;34
1204;2012;24877;338550;1589146;3680604;1939;5635116;34
1453;2015;27021;344517;1632692;3562896;1835;5568961;34
1617;2016;0;64117;87579;0;0;151696;34
1772;2018;4223;15491;99820;250970;480;370984;34
1782;2018;52411;372208;2299005;2978055;106306;5807984;34
1831;2018;0;0;2180;16499;0;18679;34
1879;2019;4138;15579;98729;251687;1616;371749;34
1920;2019;480;6000;2400;16200;300;25380;34
1934;2019;0;2154;0;18508;0;20662;34
1947;2019;0;41959;89668;0;0;131626;34
2068;2020;0;37298;77624;0;0;114922;34
2104;2021;5984;21409;89211;258877;20549;396031;34
2157;2021;0;0;0;17341;12245;29586;34
2175;2021;0;0;0;17265;2048;19313;34
2227;2011;1415;15865;61451;257485;826;337042;34
2236;2011;24681;340269;1524112;3479561;3007;5371630;34
2341;2012;0;86662;90593;0;0;177255;34
2365;2013;1581;14541;66379;277097;692;360289;34
2383;2013;25270;345462;1618751;3774408;2339;5766229;34
2408;2013;0;2728;5384;17582;1000;26694;34
2434;2013;0;76785;90700;0;0;167485;34
2458;2014;1498;14333;65123;254669;1350;336973;34
2535;2014;0;71464;90281;0;0;161745;34
2567;2015;1433;14952;68264;265098;1467;351214;34
2682;2016;1364;14744;66271;268482;5305;356166;34
2700;2016;28506;335156;1622512;3648361;904;5635439;34
2782;2017;1418;14621;67287;271275;7063;361665;34
2799;2017;28784;347898;1656230;3655214;468;5688594;34
2820;2017;479;6041;2421;16118;306;25364;34
2961;2018;0;44868;89316;0;0;134184;34
3008;2019;50518;359529;2305033;2916942;98186;5730208;34
3114;2020;50817;363173;2180841;2927459;7742;5530031;34
3253;2021;0;0;0;0;0;0;34
80;2012;63229;1295869;1433210;3250660;3216;6046184;35
231;2013;0;87724;57212;0;0;144937;35
343;2015;67711;1362746;1453897;3143868;1589;6029812;35
533;2016;0;71240;53070;0;0;124310;35
665;2017;0;78615;74076;0;0;152691;35
1002;2020;0;51245;69170;0;0;120415;35
1162;2011;62860;1286952;1376746;3012727;2646;5741930;35
1241;2012;0;114315;57785;0;0;172101;35
1421;2014;0;82402;55543;0;0;137945;35
1553;2016;74111;1418817;1492887;3292070;1403;6279288;35
1667;2017;76322;1448329;1495346;3218565;171;6238734;35
1845;2018;0;77865;86545;0;0;164410;35
1892;2019;237608;1534849;1914149;2434999;110046;6231651;35
1948;2019;0;80917;86950;0;0;167867;35
2194;2021;0;39762;78787;0;0;118549;35
2384;2013;65158;1294943;1471415;3373885;2654;6208055;35
2476;2014;66578;1320225;1437999;3066536;3089;5894428;35
2653;2015;0;77993;54079;0;0;132072;35
2908;2018;233616;1514514;1925481;2437413;127692;6238716;35
3115;2020;241450;1481882;1855862;2461952;7917;6049064;35
3219;2021;240538;1523766;1981706;2614173;5262;6365445;35
147;2012;0;0;84789;0;0;84789;36
267;2014;11686;409709;257869;786534;1055;1466853;36
344;2015;14810;419056;262251;808230;778;1505125;36
534;2016;0;0;101936;0;0;101936;36
569;2016;0;0;0;0;0;0;36
692;2017;0;0;0;0;0;0;36
925;2019;0;0;0;0;0;0;36
945;2020;40761;372986;347234;625261;2395;1388637;36
1003;2020;0;0;78398;0;0;78398;36
1150;2021;0;0;0;0;0;0;36
1277;2013;13667;408452;273939;878527;1357;1575941;36
1329;2013;0;0;104673;0;0;104673;36
1509;2015;0;0;108640;0;0;108640;36
1537;2015;0;0;0;0;0;0;36
1668;2017;14043;389959;294845;813338;319;1512504;36
1874;2018;0;0;0;0;0;0;36
1949;2019;0;0;100238;0;0;100238;36
2237;2011;15160;415151;260421;807575;1358;1499665;36
2294;2012;14097;402218;271710;859989;1414;1549429;36
2536;2014;0;0;124039;0;0;124039;36
2701;2016;14442;413626;264034;841474;370;1533946;36
2859;2017;0;0;132934;0;0;132934;36
2909;2018;39562;422443;352972;629032;26887;1470896;36
2962;2018;0;0;103411;0;0;103411;36
3009;2019;40400;411150;350914;624530;21857;1448851;36
3201;2020;0;0;0;0;0;0;36
3220;2021;39685;381245;373342;673167;1060;1468498;36
3292;2021;0;0;70082;0;0;70082;36
148;2012;0;138182;151132;0;0;289314;37
176;2013;92179;525184;832447;2143212;2286;3595308;37
451;2015;0;0;0;0;40;40;37
666;2017;0;125716;141379;0;0;267095;37
810;2018;0;0;0;101;0;101;37
833;2019;150248;494681;1080060;1598132;63000;3386121;37
926;2019;0;0;0;0;0;0;37
1037;2020;30;0;0;83;43;156;37
1061;2021;126894;517563;1079326;1706862;3030;3433674;37
1163;2011;86490;524339;800131;1936744;1675;3349379;37
1205;2012;83355;515165;815474;2081785;1999;3497779;37
1330;2013;0;168179;146933;0;0;315112;37
1454;2015;98074;514681;814529;2002241;933;3430458;37
1554;2016;108339;512660;820003;2087647;7350;3535999;37
1618;2016;0;141078;142632;0;0;283710;37
1652;2016;0;0;0;0;35;35;37
1669;2017;88877;507645;821714;2015345;42;3433624;37
1770;2017;37;0;0;0;5;42;37
1783;2018;121660;506380;1083621;1604387;86084;3402133;37
2069;2020;0;76731;95673;0;0;172403;37
2195;2021;0;89459;107345;0;0;196804;37
2477;2014;89541;513708;799765;1924364;1170;3328548;37
2537;2014;0;154918;144559;0;0;299478;37
2654;2015;0;140745;148422;0;0;289167;37
2963;2018;0;108901;129690;0;0;238591;37
3068;2019;0;93918;127378;0;0;221296;37
3116;2020;137540;492178;1027595;1589190;3789;3250294;37
3320;2021;26;0;0;100;46;172;37
16;2011;20104;2050761;1351131;3367168;9249;6798412;38
38;2011;0;13207;15642;23756;0;52605;38
39;2011;0;0;1770;7439;0;9209;38
40;2011;0;0;351;2735;0;3086;38
41;2011;0;10930;7096;17021;0;35047;38
49;2011;0;0;9417;11966;0;21383;38
81;2012;20302;2066250;1424999;3596267;2613;7110432;38
112;2012;0;13190;15228;23763;0;52181;38
113;2012;0;3632;8550;15219;0;27401;38
121;2012;0;0;9723;13118;0;22841;38
201;2013;0;0;2283;4930;0;7213;38
202;2013;0;0;1831;8279;0;10110;38
203;2013;0;0;392;3059;0;3451;38
232;2013;0;1815731;509911;0;0;2325642;38
268;2014;19519;2016305;1394244;3361542;2025;6793635;38
291;2014;0;13628;4681;15559;0;33868;38
292;2014;0;0;0;0;3224;3224;38
